user_id,age,employment_type,monthly_income,credit_score,purchase_amount,product_category,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,location,transaction_date,debt_to_income_ratio,risk_score,customer_segment
7589,21,Salaried,39272.68,457,5000.0,Home,12,6,1,1,7.82,Germany,2023-03-07,0.1273149680643134,189.2,High Risk
7590,54,Unemployed,15059.54,300,5000.0,Fashion,12,16,3,1,7.5,UK,2024-12-03,0.3320154533272596,312.0,High Risk
7591,59,Student,22836.87,417,2881.09,Beauty,6,12,1,0,3.33,Germany,2023-02-17,0.1261595831652937,217.2,High Risk
7592,35,Salaried,41277.69,507,5000.0,Beauty,9,0,0,1,3.4,Germany,2024-10-07,0.1211308094033362,137.20000000000002,High Risk
7593,54,Unemployed,20374.35,322,1660.44,Fashion,9,9,1,1,9.45,Canada,2024-08-16,0.0814965876212002,249.2,High Risk
7594,18,Unemployed,7075.04,325,2576.82,Sports,12,0,0,0,5.24,India,2023-06-22,0.3642127818358624,210.0,High Risk
7595,33,Student,10267.63,311,4610.65,Fashion,6,12,1,0,8.13,USA,2024-11-12,0.4490471510952381,259.6,High Risk
7596,31,Unemployed,17014.11,383,1134.25,Fashion,6,2,0,0,7.19,Canada,2023-06-28,0.0666652560727537,190.8,High Risk
7597,35,Student,10053.82,300,981.31,Beauty,3,10,2,0,2.41,Australia,2024-12-08,0.0976056861968883,280.0,High Risk
7598,25,Unemployed,5890.23,300,641.5,Home,9,9,2,0,4.7,UK,2024-11-16,0.1089091597441865,278.0,High Risk
7599,24,Salaried,44345.06,498,5000.0,Sports,12,15,2,0,4.44,Canada,2024-10-06,0.1127521306770134,210.8,High Risk
7600,43,Salaried,74187.68,664,5000.0,Electronics,12,5,1,0,3.62,India,2023-04-28,0.0673966351286359,104.4,Medium Risk
7601,49,Salaried,19253.2,364,5000.0,Sports,6,13,2,0,6.19,Canada,2024-07-23,0.2596970893150229,260.4,High Risk
7602,52,Student,15382.72,348,4652.07,Beauty,6,14,2,0,7.8,USA,2024-09-26,0.3024218083667908,268.8,High Risk
7603,57,Salaried,89026.39,693,5000.0,Sports,9,14,1,0,7.81,USA,2024-09-28,0.0561631219686656,110.8,Medium Risk
7604,56,Student,17918.52,300,5000.0,Fashion,12,14,3,1,5.95,India,2024-11-24,0.2790409029317153,308.0,High Risk
7605,22,Salaried,38561.18,560,5000.0,Sports,12,1,0,0,9.97,Canada,2024-09-03,0.1296640818564162,118.0,Medium Risk
7606,36,Unemployed,10593.54,309,4036.58,Sports,9,21,2,1,6.04,UK,2024-09-18,0.3810416536870583,298.4,High Risk
7607,55,Student,22138.79,363,5000.0,Fashion,3,8,1,0,8.21,Australia,2024-10-27,0.22584793477873,230.8,High Risk
7608,35,Student,20198.49,469,4097.44,Beauty,12,0,0,0,3.55,UK,2023-01-31,0.2028587285485201,152.4,High Risk
7609,59,Student,20815.48,357,5000.0,Sports,6,7,1,0,3.38,Australia,2023-04-18,0.2402058468024758,231.2,High Risk
7610,36,Unemployed,8169.26,300,1649.63,Sports,6,12,2,0,8.26,UK,2024-12-13,0.201931386686187,284.0,High Risk
7611,56,Unemployed,12086.95,369,1151.51,Fashion,12,0,0,1,2.02,Canada,2023-03-09,0.0952688643537037,192.4,High Risk
7612,20,Student,10071.58,300,2207.37,Beauty,12,10,1,0,4.61,UK,2024-11-10,0.2191681940668693,260.0,High Risk
7613,41,Student,14096.44,365,3559.76,Sports,12,5,0,0,9.07,USA,2023-06-05,0.252529007323835,204.0,High Risk
7614,48,Salaried,84246.33,653,5000.0,Sports,6,11,1,0,9.78,India,2024-11-21,0.0593497663340349,120.8,Medium Risk
7615,50,Self-Employed,82323.2,651,5000.0,Fashion,9,4,1,0,6.29,India,2024-11-06,0.0607362201663686,107.6,Medium Risk
7616,47,Unemployed,18120.51,371,2895.08,Sports,3,3,0,0,8.25,Germany,2023-01-22,0.1597681301464473,197.6,High Risk
7617,53,Salaried,54688.47,539,5000.0,Fashion,3,7,1,0,6.74,UK,2024-08-23,0.0914269497757022,158.4,High Risk
7618,30,Self-Employed,59945.63,589,5000.0,Sports,3,5,1,0,6.89,Germany,2023-06-10,0.0834089157124547,134.4,Medium Risk
7619,39,Salaried,55353.21,546,3012.43,Beauty,3,1,0,1,9.46,India,2024-10-05,0.0544219567392749,123.6,High Risk
7620,23,Student,7662.15,319,1881.1,Sports,12,11,1,1,1.42,Canada,2024-08-18,0.2455055043297246,254.4,High Risk
7621,35,Student,16254.54,414,5000.0,Home,12,11,1,0,4.9,UK,2024-12-22,0.307606367205716,216.4,High Risk
7622,28,Salaried,66372.78,643,5000.0,Home,9,11,1,0,7.3,USA,2023-05-04,0.0753320864366386,124.8,Medium Risk
7623,37,Unemployed,10417.26,367,1906.45,Beauty,12,3,0,1,1.9,USA,2023-05-22,0.1830087758201292,199.2,High Risk
7624,48,Unemployed,5000.0,300,743.4,Sports,9,14,3,1,2.94,India,2023-05-31,0.14868,308.0,High Risk
7625,26,Salaried,49157.6,534,5000.0,Fashion,9,1,0,0,5.17,Australia,2024-08-26,0.1017136719449281,128.4,High Risk
7626,52,Self-Employed,39975.75,452,5000.0,Electronics,6,6,1,0,3.81,USA,2024-10-11,0.1250758272202523,191.2,High Risk
7627,34,Student,15604.64,342,4712.69,Beauty,6,15,1,1,4.21,Canada,2023-01-19,0.3020056854884188,253.2,High Risk
7628,23,Salaried,38474.02,462,5000.0,Electronics,12,2,0,1,9.72,Canada,2023-06-13,0.1299578260862784,159.20000000000002,High Risk
7629,59,Self-Employed,84862.55,698,5000.0,Sports,9,12,1,0,2.06,Germany,2024-07-04,0.05891880458459,104.8,Medium Risk
7630,36,Salaried,48730.16,437,5000.0,Home,12,12,3,0,3.94,UK,2024-11-17,0.102605860518414,249.2,High Risk
7631,51,Salaried,49969.75,530,5000.0,Electronics,6,5,0,0,6.75,Australia,2024-12-17,0.1000605366246579,138.0,High Risk
7632,39,Self-Employed,48469.78,585,1080.47,Electronics,6,0,0,0,9.11,Germany,2024-08-25,0.0222916217073813,106.0,Medium Risk
7633,39,Unemployed,12937.46,365,4715.39,Sports,9,11,1,1,2.52,India,2023-03-01,0.3644757162534223,236.0,High Risk
7634,44,Student,17408.96,334,2049.85,Home,9,10,1,0,7.13,USA,2024-08-25,0.1177468384096465,246.4,High Risk
7635,51,Unemployed,10094.27,300,2575.91,Beauty,12,14,1,0,6.8,Canada,2023-01-21,0.2551853675401985,268.0,High Risk
7636,31,Self-Employed,14082.62,373,5000.0,Fashion,12,4,0,1,2.42,UK,2024-10-04,0.3550475692733312,198.8,High Risk
7637,46,Salaried,51522.92,482,5000.0,Home,3,16,4,1,8.26,Australia,2023-03-20,0.0970441892656705,259.20000000000005,High Risk
7638,51,Salaried,87288.48,755,5000.0,Beauty,3,17,1,1,7.61,Australia,2024-10-22,0.0572813273870733,92.0,Low Risk
7639,38,Salaried,59100.54,615,5000.0,Home,3,1,0,0,8.13,USA,2023-01-05,0.0846015958568229,96.0,Medium Risk
7640,41,Self-Employed,72447.46,637,5000.0,Beauty,9,6,1,0,2.96,India,2024-07-22,0.0690155320835264,117.2,Medium Risk
7641,45,Salaried,60986.74,596,5000.0,Electronics,12,1,0,0,2.09,Canada,2023-01-04,0.0819850347796914,103.6,Medium Risk
7642,59,Self-Employed,51546.17,557,5000.0,Sports,9,0,0,0,9.17,India,2024-07-25,0.0970004172957952,117.2,Medium Risk
7643,42,Salaried,72043.02,611,5000.0,Fashion,6,13,1,0,6.42,Canada,2024-09-01,0.0694029761661851,141.60000000000002,Medium Risk
7644,52,Self-Employed,55871.71,516,5000.0,Sports,9,8,2,0,1.41,Germany,2024-07-21,0.0894907279551673,189.6,High Risk
7645,19,Student,7475.25,373,1571.1,Fashion,6,2,0,0,3.72,Australia,2024-07-08,0.2101735727902076,194.8,High Risk
7646,18,Student,5579.99,326,2594.03,Home,9,17,1,1,8.61,India,2023-01-02,0.4648807614350564,263.6,High Risk
7647,30,Self-Employed,44923.97,447,5000.0,Beauty,9,11,2,1,8.45,India,2024-10-18,0.1112991572205217,223.2,High Risk
7648,34,Salaried,46654.93,544,5000.0,Sports,3,0,0,1,9.48,UK,2024-09-09,0.1071698103501602,122.4,High Risk
7649,30,Salaried,52999.19,451,5000.0,Sports,3,11,2,1,9.51,Australia,2024-11-28,0.0943410644577775,221.6,High Risk
7650,31,Salaried,48639.49,543,5000.0,Electronics,3,1,0,0,7.82,UK,2023-05-25,0.1027971304797809,124.8,High Risk
7651,42,Student,23191.54,389,5000.0,Electronics,9,0,0,1,3.87,USA,2024-08-28,0.215595859524637,184.4,High Risk
7652,46,Student,18715.36,362,5000.0,Fashion,9,12,1,0,9.28,Australia,2023-06-06,0.2671602362978857,239.2,High Risk
7653,43,Unemployed,12586.01,348,5000.0,Fashion,6,12,1,1,3.65,Germany,2024-07-28,0.3972664887442486,244.8,High Risk
7654,45,Salaried,26653.93,384,4469.09,Home,6,11,1,0,6.95,Australia,2024-11-05,0.1676709588417168,228.4,High Risk
7655,49,Unemployed,10512.6,316,3941.27,Fashion,6,2,0,0,6.45,Germany,2023-04-21,0.3749091566310903,217.6,High Risk
7656,18,Unemployed,8783.91,358,3842.26,Fashion,12,15,1,0,6.0,Germany,2024-10-21,0.4374202376845847,246.8,High Risk
7657,49,Salaried,41584.34,524,5000.0,Fashion,6,1,0,1,2.14,Australia,2023-03-07,0.1202375702007053,132.4,High Risk
7658,55,Student,22583.39,348,5000.0,Sports,3,1,1,1,3.41,Australia,2024-12-22,0.2214016584755433,222.8,High Risk
7659,38,Unemployed,14435.27,383,1393.37,Sports,3,11,2,0,2.47,USA,2024-11-01,0.0965253853928606,248.8,High Risk
7660,59,Self-Employed,73825.35,711,5000.0,Home,12,0,0,0,3.66,USA,2024-08-28,0.0677274134155815,55.6,Low Risk
7661,57,Salaried,46242.64,541,5000.0,Electronics,6,3,0,0,8.79,Australia,2024-11-29,0.1081253146446656,129.60000000000002,High Risk
7662,35,Student,18895.73,414,4926.92,Sports,3,3,0,1,1.42,UK,2024-09-12,0.2607425063757791,180.4,High Risk
7663,58,Unemployed,12477.1,381,3620.99,Electronics,9,0,0,1,9.63,UK,2023-02-09,0.2902108663070745,187.6,High Risk
7664,51,Student,22806.94,377,5000.0,Beauty,3,7,0,0,1.01,Australia,2023-03-08,0.2192315146179189,203.2,High Risk
7665,54,Self-Employed,59087.37,550,5000.0,Electronics,3,8,2,0,6.51,Australia,2024-08-05,0.0846204527295765,176.0,High Risk
7666,54,Student,12421.58,320,5000.0,Beauty,6,0,0,0,8.55,Germany,2023-06-21,0.4025252826130009,212.0,High Risk
7667,27,Self-Employed,53767.6,557,5000.0,Sports,3,9,1,0,8.25,Germany,2023-01-27,0.0929928060765219,155.2,Medium Risk
7668,40,Self-Employed,51062.74,537,5000.0,Home,9,18,1,1,9.34,UK,2024-08-23,0.0979187564161265,181.2,High Risk
7669,21,Salaried,27498.24,387,5000.0,Electronics,12,6,1,0,5.43,Germany,2024-10-28,0.1818298189265931,217.2,High Risk
7670,27,Student,16800.91,383,5000.0,Fashion,3,11,1,1,8.06,Germany,2024-07-14,0.2976029274604768,228.8,High Risk
7671,35,Salaried,54790.67,611,5000.0,Fashion,3,2,0,0,8.88,Canada,2023-06-26,0.0912564128162696,99.6,Medium Risk
7672,26,Self-Employed,44811.34,506,5000.0,Beauty,6,7,1,1,4.44,Germany,2023-05-13,0.11157889944822,171.6,High Risk
7673,51,Self-Employed,103557.46,818,100.0,Beauty,6,4,0,0,6.2,India,2023-04-22,0.0009656474772556,20.8,Low Risk
7674,25,Self-Employed,71617.86,591,5000.0,Sports,9,7,2,0,8.5,Canada,2024-09-12,0.0698149874905505,157.60000000000002,Medium Risk
7675,53,Unemployed,14612.25,340,5000.0,Beauty,9,13,2,1,8.7,Germany,2024-09-17,0.3421786514739345,270.0,High Risk
7676,44,Salaried,39545.29,474,5000.0,Home,6,0,0,0,7.46,USA,2024-08-22,0.1264373077046596,150.4,High Risk
7677,57,Student,12937.45,348,2893.25,Fashion,9,0,0,1,2.24,Canada,2024-07-16,0.2236337145264329,200.8,High Risk
7678,36,Salaried,27593.42,385,5000.0,Beauty,6,14,1,1,6.55,UK,2023-01-20,0.1812026200449237,234.0,High Risk
7679,46,Student,5288.74,300,448.99,Electronics,6,11,3,1,3.66,Australia,2024-07-26,0.0848954571410203,302.0,High Risk
7680,32,Unemployed,7779.91,369,3210.0,Electronics,12,9,2,0,8.84,India,2023-04-10,0.4126011740495712,250.4,High Risk
7681,57,Salaried,60975.25,519,5000.0,Sports,12,15,3,1,4.94,Australia,2024-07-04,0.0820004838028544,222.4,High Risk
7682,48,Unemployed,13336.28,337,5000.0,Home,6,4,1,0,4.38,Australia,2023-05-13,0.3749171433113282,233.2,High Risk
7683,45,Self-Employed,52563.09,558,955.46,Home,9,4,0,0,8.01,Canada,2024-07-31,0.0181773940611177,124.8,Medium Risk
7684,50,Student,22572.9,402,424.02,Beauty,9,8,2,0,8.68,UK,2023-04-11,0.0187844716452028,235.2,High Risk
7685,52,Salaried,65825.83,613,5000.0,Home,6,5,0,0,9.85,India,2024-07-21,0.075958024380399,104.8,Medium Risk
7686,34,Salaried,38239.86,399,3537.16,Fashion,12,15,1,0,2.72,Australia,2024-11-08,0.0924992926229332,230.4,High Risk
7687,27,Salaried,45019.08,537,5000.0,Fashion,9,11,1,0,9.77,Germany,2024-11-30,0.1110640199666452,167.2,High Risk
7688,35,Self-Employed,68718.06,602,5000.0,Electronics,3,18,2,0,9.26,UK,2024-09-15,0.0727610762003467,175.2,Medium Risk
7689,28,Self-Employed,55356.31,606,5000.0,Beauty,12,5,0,0,9.41,Germany,2023-05-06,0.0903239395834007,107.6,Medium Risk
7690,30,Self-Employed,32676.45,342,5000.0,Beauty,3,22,4,1,5.16,USA,2024-08-15,0.1530153979394946,327.20000000000005,High Risk
7691,21,Salaried,42711.84,547,5000.0,Home,3,0,0,0,6.14,Australia,2024-07-29,0.1170635589569543,121.2,High Risk
7692,48,Student,11209.28,370,3890.45,Home,6,0,0,0,8.43,Germany,2024-08-23,0.3470740315167432,192.0,High Risk
7693,44,Salaried,30293.48,418,5000.0,Sports,12,3,1,0,5.83,Canada,2023-01-20,0.1650520177939279,198.8,High Risk
7694,37,Self-Employed,78392.88,654,5000.0,Sports,6,14,1,0,6.78,UK,2023-02-22,0.0637813025876839,126.4,Medium Risk
7695,48,Self-Employed,86177.91,618,5000.0,Electronics,12,8,3,0,9.3,Canada,2024-09-03,0.0580195087116872,168.8,Medium Risk
7696,46,Unemployed,9224.64,315,1187.38,Sports,6,17,1,1,8.05,India,2024-10-20,0.1287183022860513,268.0,High Risk
7697,24,Unemployed,6353.5,352,1056.03,Beauty,9,10,1,1,8.26,Germany,2024-10-15,0.1662123239159518,239.2,High Risk
7698,59,Student,31507.75,446,5000.0,Sports,3,2,0,0,2.67,Australia,2023-03-13,0.1586911156778887,165.60000000000002,High Risk
7699,55,Salaried,91003.76,744,5000.0,Sports,3,12,1,0,8.96,USA,2023-03-12,0.0549427847816397,86.4,Low Risk
7700,43,Self-Employed,52192.99,571,5000.0,Sports,3,1,1,0,1.04,Canada,2024-10-03,0.0957983054812533,133.60000000000002,Medium Risk
7701,58,Student,24564.75,389,5000.0,Sports,3,18,2,1,6.16,Canada,2024-11-25,0.2035436957428836,260.4,High Risk
7702,52,Unemployed,9519.59,399,2371.49,Home,9,3,0,0,5.08,UK,2023-01-20,0.249116821207636,186.4,High Risk
7703,45,Student,17075.42,347,5000.0,Electronics,9,2,1,0,2.71,Australia,2024-07-28,0.29281856610262,225.2,High Risk
7704,25,Self-Employed,83196.58,701,5000.0,Home,6,8,2,0,1.92,Canada,2024-09-19,0.0600986242463332,115.6,Low Risk
7705,49,Unemployed,13705.77,300,5000.0,Fashion,3,12,3,1,9.48,Germany,2024-09-29,0.3648098574541963,304.0,High Risk
7706,50,Salaried,76799.62,585,5000.0,Beauty,12,14,2,0,5.84,UK,2023-02-11,0.0651044887982518,174.0,Medium Risk
7707,56,Self-Employed,91360.99,728,5000.0,Electronics,3,16,1,1,1.17,Australia,2023-05-09,0.0547279533639029,100.8,Low Risk
7708,31,Unemployed,5000.0,300,1292.7,Sports,3,0,0,1,7.54,Canada,2024-09-07,0.25854,220.0,Medium Risk
7709,51,Salaried,89660.62,791,5000.0,Electronics,6,1,0,0,1.89,Germany,2024-08-14,0.0557658423508559,25.6,Low Risk
7710,49,Student,9267.57,334,5000.0,Electronics,12,18,1,1,1.31,USA,2024-10-11,0.5395157522414182,262.4,High Risk
7711,59,Student,17375.84,371,5000.0,Fashion,6,15,2,0,2.45,Canada,2023-05-26,0.2877558725218464,261.6,High Risk
7712,47,Salaried,99255.01,827,5000.0,Sports,12,11,1,0,8.82,Germany,2023-04-22,0.0503752908795233,51.2,Low Risk
7713,59,Self-Employed,81520.05,638,5000.0,Sports,9,11,3,0,5.65,Germany,2023-02-15,0.061334604186332,166.8,Medium Risk
7714,42,Unemployed,20696.79,384,5000.0,Home,12,11,1,1,6.91,Canada,2023-01-09,0.2415833566461272,228.4,High Risk
7715,26,Self-Employed,50382.09,471,2794.92,Fashion,6,10,1,0,4.55,USA,2023-03-05,0.0554744751557547,191.6,High Risk
7716,46,Unemployed,7953.84,362,2453.22,Home,9,0,1,1,8.99,Germany,2024-11-23,0.3084321535258441,215.2,High Risk
7717,51,Unemployed,14645.6,300,5000.0,Electronics,9,14,2,0,3.01,UK,2023-02-03,0.3413994646856393,288.0,High Risk
7718,26,Salaried,68001.78,634,5000.0,Fashion,12,1,0,0,2.83,Australia,2023-02-19,0.073527487074603,88.4,Medium Risk
7719,41,Salaried,72167.06,617,5000.0,Sports,12,15,1,0,8.7,India,2023-06-25,0.0692836870450313,143.2,Medium Risk
7720,34,Salaried,59233.25,530,5000.0,Home,3,8,1,0,10.0,USA,2024-07-14,0.0844120489758708,164.0,High Risk
7721,21,Unemployed,6024.9,300,2013.23,Electronics,9,8,1,1,3.82,USA,2023-02-10,0.3341516041760029,256.0,Medium Risk
7722,38,Self-Employed,86019.41,683,5000.0,Beauty,9,14,1,0,9.47,USA,2023-03-16,0.0581264158868329,114.8,Medium Risk
7723,36,Student,7879.97,343,2730.76,Home,12,4,0,0,9.16,USA,2023-06-21,0.3465444665398473,210.8,High Risk
7724,29,Salaried,70456.94,685,5000.0,Home,12,1,0,0,2.26,India,2023-01-05,0.0709653300299445,68.0,Medium Risk
7725,58,Self-Employed,77832.09,632,5000.0,Fashion,12,10,1,0,9.27,India,2023-02-26,0.0642408548967398,127.2,Medium Risk
7726,28,Salaried,38329.92,519,5000.0,Home,9,2,0,1,8.02,Germany,2023-02-11,0.130446398009701,136.4,High Risk
7727,22,Unemployed,8326.72,335,4032.98,Fashion,3,5,0,0,9.46,India,2024-09-25,0.4843419737904001,216.0,High Risk
7728,59,Student,28821.34,357,5000.0,Home,3,6,1,0,6.01,India,2023-04-30,0.1734825653491475,229.2,High Risk
7729,27,Salaried,67549.26,526,5000.0,Electronics,9,21,2,1,1.69,Australia,2023-05-16,0.0740200558821814,211.6,High Risk
7730,45,Unemployed,16501.78,392,1399.37,Sports,3,0,0,0,3.45,Australia,2023-02-02,0.0848011547845141,183.2,High Risk
7731,28,Student,26718.71,360,5000.0,Electronics,3,10,3,1,5.83,Canada,2024-09-10,0.1871347830789735,276.0,High Risk
7732,51,Self-Employed,83500.15,643,5000.0,Fashion,9,13,2,0,7.23,UK,2024-12-31,0.0598801319518587,148.8,Medium Risk
7733,20,Student,14966.17,308,5000.0,Fashion,3,18,1,1,1.1,Canada,2023-01-19,0.3340868104531754,272.8,High Risk
7734,57,Salaried,29192.13,417,5000.0,Electronics,9,0,0,0,3.64,Canada,2024-10-28,0.171279039933023,173.20000000000002,High Risk
7735,28,Unemployed,9170.0,335,2472.49,Sports,12,16,1,1,4.54,UK,2023-06-17,0.269628135223555,258.0,High Risk
7736,51,Salaried,71694.41,549,5000.0,Fashion,3,10,1,0,8.79,USA,2024-12-19,0.069740444199206,160.4,High Risk
7737,41,Student,22438.24,393,5000.0,Sports,3,1,0,0,2.75,Germany,2024-11-21,0.2228338764537682,184.8,High Risk
7738,52,Salaried,46090.68,532,5000.0,Sports,3,1,0,0,6.42,Australia,2024-09-04,0.108481801526903,129.2,High Risk
7739,32,Salaried,6625.82,300,3383.53,Fashion,12,6,1,1,8.37,Australia,2023-03-28,0.5106583034250856,252.0,Medium Risk
7740,29,Unemployed,12610.87,355,4479.65,Home,12,2,0,0,5.0,Canada,2024-08-30,0.3552213289011781,202.0,High Risk
7741,36,Unemployed,9086.35,300,3036.29,Fashion,12,10,1,1,2.27,USA,2023-05-28,0.3341594809797113,260.0,High Risk
7742,40,Self-Employed,63926.01,621,5000.0,Home,6,2,0,0,7.29,India,2023-01-08,0.0782154243632599,95.6,Medium Risk
7743,55,Unemployed,11698.04,300,2844.02,Home,3,16,1,1,2.08,USA,2023-02-11,0.2431193601663184,272.0,High Risk
7744,57,Self-Employed,68882.47,668,5000.0,Home,9,1,0,0,7.31,India,2023-03-08,0.0725874086687077,74.8,Medium Risk
7745,52,Student,14662.69,300,2873.32,Fashion,12,18,4,1,7.4,USA,2023-04-02,0.1959613140562884,336.0,High Risk
7746,40,Unemployed,12924.44,317,2246.89,Electronics,3,17,2,0,9.1,India,2024-11-15,0.1738481512545224,287.20000000000005,High Risk
7747,50,Salaried,81675.36,723,5000.0,Electronics,6,2,0,0,3.98,USA,2023-04-28,0.061217973205138,54.8,Low Risk
7748,42,Student,7721.39,300,1641.54,Beauty,12,14,2,0,5.97,Canada,2024-09-18,0.2125964366519499,288.0,High Risk
7749,31,Unemployed,9051.33,302,4470.76,Electronics,6,0,0,1,1.37,Australia,2024-11-02,0.4939340406327026,219.2,High Risk
7750,40,Unemployed,6830.7,300,1440.25,Fashion,12,5,0,0,7.5,India,2023-05-30,0.2108495468985609,230.0,Medium Risk
7751,31,Unemployed,8712.19,327,997.96,Electronics,12,5,0,0,2.24,USA,2024-12-08,0.1145475477463186,219.2,High Risk
7752,25,Unemployed,5000.0,342,124.55,Beauty,9,2,0,1,4.03,Australia,2024-09-19,0.0249099999999999,207.2,High Risk
7753,47,Self-Employed,83242.41,680,5000.0,Electronics,9,9,1,0,2.67,USA,2023-03-30,0.060065536305352,106.0,Medium Risk
7754,45,Salaried,68401.63,592,5000.0,Electronics,6,14,2,0,5.7,Canada,2023-03-08,0.0730976732572016,171.2,Medium Risk
7755,49,Student,24784.05,344,5000.0,Fashion,3,7,3,1,1.1,Germany,2024-08-26,0.201742653036933,276.4,High Risk
7756,32,Unemployed,7795.99,300,3951.88,Fashion,3,17,2,1,2.35,India,2024-09-18,0.5069118867520354,294.0,High Risk
7757,58,Student,19229.42,333,5000.0,Fashion,9,18,2,1,3.55,Germany,2023-03-29,0.2600182428799205,282.8,High Risk
7758,19,Salaried,39446.78,497,5000.0,Electronics,9,3,0,0,8.68,UK,2024-07-09,0.1267530581710345,147.20000000000002,High Risk
7759,31,Unemployed,6540.3,336,232.65,Beauty,3,3,0,1,2.01,Canada,2023-02-18,0.035571762763176,211.6,High Risk
7760,48,Student,16985.92,371,5000.0,Electronics,3,8,1,0,5.0,India,2023-06-30,0.2943614475989525,227.6,High Risk
7761,38,Salaried,25585.8,379,5000.0,Beauty,6,13,1,1,1.09,USA,2023-06-14,0.1954208975290981,234.4,High Risk
7762,22,Self-Employed,35699.68,509,5000.0,Home,9,4,0,0,4.17,Canada,2024-08-01,0.140057277824339,144.4,High Risk
7763,37,Salaried,58796.5,490,5000.0,Electronics,12,10,2,1,8.16,Germany,2024-08-04,0.0850390754551716,204.0,High Risk
7764,40,Self-Employed,34452.02,419,5000.0,Sports,12,12,2,0,6.95,Germany,2024-12-30,0.1451293712240966,236.4,High Risk
7765,42,Salaried,20000.41,300,5000.0,Fashion,9,20,5,1,1.01,India,2024-07-06,0.2499948751050603,360.0,High Risk
7766,35,Unemployed,5075.1,383,1692.0,Fashion,6,3,0,0,7.26,USA,2024-10-11,0.3333924454690548,192.8,High Risk
7767,48,Salaried,64554.28,567,5000.0,Electronics,12,6,1,0,7.82,USA,2024-11-08,0.077454198234416,145.2,Medium Risk
7768,56,Unemployed,10869.41,347,5000.0,Sports,12,4,1,0,2.07,India,2024-11-21,0.4600065688938038,229.2,High Risk
7769,20,Unemployed,5337.82,300,2283.28,Electronics,3,5,1,0,6.19,Australia,2023-02-10,0.4277551509792388,250.0,Medium Risk
7770,40,Unemployed,14757.35,318,4235.9,Beauty,3,10,1,0,4.4,USA,2023-06-15,0.2870366292051079,252.8,High Risk
7771,40,Self-Employed,65735.57,649,5000.0,Electronics,3,0,0,0,8.34,India,2023-01-15,0.076062320597509,80.4,Medium Risk
7772,40,Student,13490.42,372,4368.03,Home,12,4,0,1,6.65,Australia,2024-11-05,0.3237875470148446,199.2,High Risk
7773,25,Student,10262.17,377,3815.82,Beauty,12,4,1,0,6.28,India,2024-08-30,0.3718336375250069,217.2,High Risk
7774,45,Unemployed,18694.06,386,5000.0,Electronics,9,10,1,0,8.22,Canada,2024-07-20,0.2674646385001439,225.6,High Risk
7775,49,Self-Employed,42728.29,510,3653.87,Sports,3,15,1,0,4.71,India,2024-08-07,0.0855140704203234,186.0,High Risk
7776,58,Unemployed,6120.09,300,851.78,Electronics,6,9,1,1,4.94,Germany,2024-12-31,0.1391776918313292,258.0,Medium Risk
7777,44,Student,20374.2,363,5000.0,Home,3,13,2,1,7.09,USA,2024-10-09,0.2454084086737148,260.8,High Risk
7778,27,Unemployed,8869.04,386,960.01,Electronics,3,2,0,1,2.82,USA,2023-03-30,0.1082428312421637,189.6,High Risk
7779,33,Self-Employed,93748.77,754,5000.0,Home,6,5,0,0,1.73,UK,2023-05-09,0.0533340330758472,48.400000000000006,Low Risk
7780,47,Self-Employed,71588.32,651,5000.0,Fashion,6,2,0,0,6.91,UK,2023-04-01,0.0698437957476862,83.60000000000001,Medium Risk
7781,27,Self-Employed,66353.11,593,5000.0,Electronics,12,4,0,0,7.24,Australia,2024-07-31,0.0753544182028543,110.8,Medium Risk
7782,21,Unemployed,5177.32,351,1658.87,Electronics,6,11,1,1,4.9,USA,2024-07-31,0.3204109462038275,241.6,High Risk
7783,23,Student,5000.0,359,550.66,Fashion,6,1,0,0,4.66,USA,2023-02-23,0.110132,198.4,High Risk
7784,39,Student,11519.78,397,5000.0,Electronics,3,1,0,1,2.53,USA,2024-08-22,0.4340360666609952,183.2,High Risk
7785,54,Salaried,75203.31,682,5000.0,Sports,12,2,0,0,4.04,UK,2023-05-16,0.0664864352380234,71.2,Medium Risk
7786,49,Student,11031.03,337,4490.25,Beauty,6,16,1,0,1.1,Germany,2024-08-02,0.4070562767030821,257.20000000000005,High Risk
7787,50,Self-Employed,102568.21,850,5000.0,Beauty,6,0,0,0,9.73,Canada,2024-09-09,0.0487480477625572,0.0,Low Risk
7788,20,Salaried,36209.45,413,5000.0,Fashion,9,14,2,1,5.92,Australia,2023-01-24,0.1380854997797536,242.8,High Risk
7789,47,Self-Employed,97056.26,681,5000.0,Beauty,3,9,3,0,1.62,Australia,2024-07-25,0.0515165121755155,145.60000000000002,Medium Risk
7790,29,Student,15987.36,338,3917.4,Home,3,8,1,0,5.78,India,2023-04-19,0.2450310745488936,240.8,High Risk
7791,35,Self-Employed,86195.56,616,5000.0,Fashion,12,10,3,0,1.01,Germany,2024-09-28,0.0580076282351434,173.60000000000002,Medium Risk
7792,20,Unemployed,5000.0,300,1325.29,Electronics,12,6,2,0,4.58,Australia,2023-04-25,0.265058,272.0,High Risk
7793,57,Unemployed,14170.43,394,5000.0,Sports,12,3,0,0,2.66,UK,2024-11-24,0.3528474435849865,188.4,High Risk
